,y
15117,yes
12376,no
34849,no
1588,no
4269,no
10948,yes
21602,no
37117,yes
30191,yes
19398,no
33246,no
4364,no
26216,yes
19378,no
11478,no
12605,no
31188,yes
2594,no
30374,no
29678,no
30504,no
36267,no
6919,no
16915,no
8465,no
35869,no
28917,no
20876,no
11932,no
18117,no
14924,no
44154,no
2095,no
13105,no
42464,no
24892,no
32686,no
17823,no
3350,no
21342,no
29938,no
17291,no
9377,no
16264,no
15835,no
41921,yes
29891,no
4333,no
25438,no
26841,no
30686,no
22711,no
5701,no
23275,no
37847,no
28916,no
44247,yes
866,no
30477,no
21581,no
24121,no
42353,no
38815,no
42291,yes
11795,no
2445,no
18852,no
25545,no
27194,no
13914,yes
2421,no
8337,no
6618,no
12155,no
35795,no
36257,no
7159,no
29153,no
39025,yes
32453,no
41559,yes
13625,no
21572,no
10965,no
22613,no
13176,no
34322,yes
28402,no
43366,no
35748,no
843,no
25866,no
36175,no
11043,no
25417,no
16193,no
22425,no
3385,no
27927,no
44827,yes
695,no
18527,no
24563,no
36433,no
31163,yes
39367,yes
13731,yes
20764,no
31,no
10335,no
17545,no
31035,yes
39412,yes
21791,yes
32146,yes
8222,no
13082,no
35540,no
10212,no
15357,no
10661,no
17080,no
31585,no
9905,no
35694,no
1895,no
40347,yes
25592,no
20164,no
38646,no
30373,yes
7450,no
1989,no
19705,no
34303,no
15805,no
28798,no
30353,yes
2100,no
33824,yes
28051,no
27309,no
22041,no
38873,no
20046,no
40334,yes
43248,yes
12460,no
38597,no
768,no
26601,no
22615,no
11722,no
8643,no
17471,no
9052,no
33188,no
10662,no
35697,no
11164,no
36388,no
13320,no
382,no
9005,no
19995,no
43827,yes
37959,no
13433,no
13570,no
16405,no
30154,yes
23701,no
18612,no
35531,no
29335,no
32416,no
35681,no
28601,no
29159,no
38257,no
18269,no
13578,no
22537,no
41061,no
42294,yes
30844,no
6241,no
10155,no
20887,no
38574,no
5506,no
7953,yes
23238,no
33494,no
17364,no
9104,yes
31920,yes
18986,no
4952,no
4919,no
12419,no
129,yes
2880,no
23276,no
37232,yes
14893,no
39668,no
32284,no
26846,no
39063,no
18590,no
27897,no
5079,no
24664,no
9481,no
12423,no
10706,no
1961,no
8798,no
6613,no
29638,no
27834,no
34811,no
24773,no
20370,no
35544,no
20285,no
43012,no
11976,no
3704,no
18715,no
6360,no
15426,no
24429,no
33629,yes
41125,yes
19114,yes
9216,no
37450,no
43467,yes
17726,no
25586,no
30237,no
32153,no
2201,no
29044,no
32200,yes
11295,no
26112,no
5848,no
10363,no
9853,no
38301,no
40967,no
42558,yes
11208,no
40753,no
38098,no
142,no
40696,yes
17976,no
24647,no
24379,no
29912,no
19626,no
19104,no
36944,no
14963,no
27121,no
10238,no
41257,no
41633,no
21483,no
16591,no
41351,no
2902,no
42351,no
32109,no
19981,no
10943,no
7239,no
22321,no
10421,yes
3176,no
4853,no
25227,no
27089,no
25878,no
12251,no
38093,no
32823,no
25070,no
7427,no
32840,no
19256,no
36912,no
15962,no
743,no
4730,no
37150,no
34245,no
39524,yes
18908,no
8930,no
39443,no
16172,no
21609,no
19681,no
5435,no
12750,no
17631,no
44851,yes
44515,yes
19762,no
34288,no
20989,no
31774,no
12596,no
16054,no
2847,no
38442,no
14704,no
32364,yes
27422,no
3248,no
12340,no
20281,no
26372,no
1060,no
3012,no
42933,yes
531,no
31263,no
1897,no
17059,no
32900,no
35966,no
24709,yes
43521,yes
19177,no
38822,no
18587,no
774,no
3390,no
21296,yes
23612,no
35725,no
22731,no
5063,no
22289,no
19347,no
29034,no
25343,no
16699,no
20919,no
19843,no
43286,no
35365,no
18495,no
14404,no
21144,no
13292,no
12664,no
20051,no
33845,no
20886,no
42266,yes
38775,no
21440,no
21438,no
14597,no
29128,no
39458,yes
21767,no
15544,no
36055,no
27400,no
27707,no
22799,no
15843,no
30007,no
34915,no
25740,no
42677,yes
23836,no
4948,yes
13882,no
37057,no
22812,no
5646,no
2956,no
9817,no
6866,no
7522,no
15610,no
38625,no
4471,no
28320,no
27168,no
26522,no
13434,no
6526,no
42328,no
1723,no
21507,no
37549,no
5520,no
30035,no
33842,no
2339,no
14140,no
33507,no
8257,no
36764,no
9591,no
990,no
38397,no
33914,yes
41491,no
23777,no
35188,no
23421,no
6792,no
29253,no
38502,no
43632,no
9692,no
23426,no
12283,no
420,no
17450,no
27970,no
12736,no
14695,no
9243,no
38186,no
32711,no
38452,no
6315,no
10829,no
10667,no
9320,no
31120,yes
5604,no
39854,yes
23055,no
42916,no
12992,no
23765,no
43421,yes
42626,yes
157,no
4579,no
41247,no
18357,no
3406,no
3259,no
28711,no
15051,no
23844,no
11555,no
6047,no
1595,no
10063,yes
4583,no
32406,no
27021,yes
44079,yes
26245,no
43787,yes
31873,no
16007,no
19764,yes
17863,no
19973,no
19916,no
12756,no
38841,no
5440,no
13018,no
38238,no
23509,no
25274,no
22190,no
38553,no
13767,no
16411,no
39919,no
44858,yes
31070,no
7179,no
18173,no
10803,no
34123,yes
15127,no
8547,no
27437,no
3433,no
38552,no
20516,no
26260,no
14830,no
15686,yes
7514,no
29972,no
20683,no
892,no
15848,no
1657,no
39991,no
40686,yes
15455,no
40438,yes
35358,no
18312,no
24751,no
39787,yes
5306,no
9075,no
22040,no
10664,yes
35936,no
12532,no
24735,no
1078,no
29480,no
33131,no
22332,no
29504,no
5193,no
15287,yes
10758,no
23260,no
36734,no
2731,no
2755,no
24249,no
42112,no
4213,no
41405,yes
40595,no
32145,no
43858,no
19362,no
44741,no
1547,no
42890,no
20963,no
19726,no
14497,no
12025,no
36077,no
18454,no
28000,no
15495,no
13221,no
17124,no
2286,no
33566,no
25710,no
23224,no
37905,no
20028,no
39856,yes
39623,no
3211,no
12150,no
25212,no
29136,no
27851,no
1350,no
19316,no
17187,yes
698,no
15618,no
5502,no
38594,no
14077,no
34812,no
7845,no
38521,no
35968,yes
9585,no
29142,no
31502,no
23300,no
1698,no
44771,no
22358,no
8066,no
8272,no
25360,no
31072,yes
2226,no
30075,no
4434,no
31883,no
43961,yes
12110,no
24649,no
34839,no
20171,no
5201,no
44634,no
22330,no
2320,no
21732,no
15601,no
33341,no
1516,no
36898,no
37854,no
24833,no
27717,no
35660,no
26420,no
14416,no
20892,no
27399,no
23983,no
23313,no
26765,no
35506,no
15965,no
31958,no
10687,no
14798,no
5957,no
35636,no
22260,no
33396,no
5889,no
26065,no
2063,no
28013,no
19240,no
32525,no
22152,no
21871,no
43692,no
9613,no
30879,no
31451,no
27961,no
34084,no
22372,no
42099,no
35624,no
39915,no
939,no
8523,no
5343,no
43913,yes
24675,no
37075,no
18694,yes
15569,no
41289,no
35894,no
17865,no
1520,yes
10090,no
37330,yes
42174,yes
35763,no
16243,no
20586,no
13654,no
6504,no
30104,no
42198,yes
12600,no
23866,no
28133,no
6494,no
17244,no
37739,no
10013,no
41560,yes
1380,no
29306,no
43544,yes
25871,no
26151,no
19928,no
32835,no
33163,no
21297,no
27239,no
40417,yes
18027,no
37968,no
42235,yes
42411,yes
14999,no
17115,yes
22517,no
13874,no
39670,no
27289,no
1541,no
16987,no
35115,no
3414,no
24685,no
14452,no
18621,no
37643,no
6080,no
31275,yes
915,no
3606,no
3472,no
20652,no
16266,no
36457,no
13532,no
8049,no
31450,no
8665,no
39643,no
17956,no
26355,no
13332,no
1157,no
5858,no
11437,no
21040,no
13053,no
26330,yes
596,no
17892,no
21660,no
23634,no
35850,no
9063,no
43405,yes
3143,no
17378,no
36975,no
22297,no
33650,no
14630,no
1260,no
40481,yes
36238,no
22772,no
33825,no
38857,no
21401,no
39701,no
31395,yes
31341,no
32792,no
32085,no
35601,no
26758,no
23494,no
22388,no
34065,no
30642,no
32997,no
18143,no
9067,no
42885,no
43642,yes
26801,no
3454,yes
19219,yes
19644,no
35792,no
70,no
32612,no
9162,no
3440,no
43328,yes
9577,no
35000,no
33130,no
43451,yes
23651,no
38612,no
29370,no
13153,no
20865,no
43147,yes
36520,no
43621,no
6541,no
16345,no
37102,no
32509,no
37798,no
16383,no
25847,no
9733,no
19793,no
44297,yes
7246,no
23783,no
41056,yes
33880,no
29738,no
14748,no
32692,no
3731,no
4644,no
15550,no
34787,no
33553,no
4783,no
1154,no
13717,no
30507,no
41284,no
30631,no
32019,no
36612,no
25309,no
27220,no
984,no
1759,no
37851,no
40934,no
26807,no
35080,yes
22010,no
43132,yes
37899,no
488,no
21305,no
30029,no
33359,no
28839,no
27553,no
6172,no
37191,no
37192,no
9789,no
19157,yes
4910,no
2257,no
19871,no
9399,no
9352,no
42436,no
7364,no
11834,no
24251,no
11668,no
11733,no
43450,no
36715,no
37533,no
7258,no
24567,no
41641,yes
18235,no
9638,no
7836,no
36913,no
26449,no
39410,no
25206,no
32556,no
14652,no
14252,no
32906,no
21129,no
23943,no
2231,no
17467,no
31700,no
21310,no
6744,no
37508,no
3599,no
17840,no
34560,no
20663,no
7960,no
29360,no
31453,yes
39191,no
42450,yes
22063,no
25930,no
42896,no
34181,no
27024,yes
9500,no
35560,no
290,no
2691,no
6213,no
13409,no
10187,no
33444,no
6660,no
4349,no
27212,no
35424,no
6936,no
2797,no
10503,yes
40257,yes
33304,no
20697,no
33181,no
4875,no
38922,yes
1686,no
8269,no
39408,no
22995,no
7564,no
9786,no
25127,no
38515,no
42312,yes
17085,no
5078,no
17974,no
24324,no
39647,yes
21413,no
36694,no
44237,no
13218,no
9253,no
16478,no
19201,yes
44016,yes
6763,no
28251,no
5759,no
22186,no
21970,yes
27875,no
26069,no
24894,no
14258,no
13066,yes
29849,yes
8213,yes
16226,no
32293,no
21197,no
40464,no
32666,no
26092,no
10899,no
27475,no
2190,no
20910,no
34404,no
34837,no
9595,no
27538,no
36467,no
32771,no
17607,no
7923,no
11910,no
14692,no
24450,no
41902,yes
42991,no
26540,no
34603,no
39560,no
28435,no
1121,no
10121,no
23291,no
4950,no
18009,no
15817,yes
41584,no
37252,no
2985,no
3775,no
5883,no
37582,no
37087,no
15972,no
34053,no
26720,no
5901,no
676,no
21493,no
27879,no
9258,no
10685,no
35788,no
17017,no
24560,no
37964,no
31174,no
11141,no
17229,no
37412,no
8822,no
8054,no
10198,no
8254,no
16642,no
902,no
4239,no
36656,no
27249,no
4342,no
10585,no
8790,no
29392,no
12307,no
5273,no
15026,no
14029,no
24912,no
40882,no
21907,no
144,no
39883,no
7125,no
20757,no
18427,no
1858,no
37137,no
32909,no
15002,no
6408,no
24026,no
20396,no
5986,no
30147,no
33388,no
35796,no
18684,no
27141,no
42546,no
10025,no
44200,no
8593,no
3677,yes
40936,no
17232,no
34904,no
22948,no
22435,no
805,no
6129,no
45,no
42302,no
34392,no
18189,yes
26972,no
36008,no
43525,no
11991,no
7375,no
24625,no
12742,no
23431,no
24257,no
15590,no
20628,no
18284,no
37116,no
18747,no
6269,no
20013,no
30870,no
27948,no
1481,no
30595,no
25099,no
9904,no
20137,no
3925,no
8528,no
41272,no
8125,no
44454,yes
13873,no
36482,no
35512,no
11209,no
1950,no
22269,no
37763,no
21223,no
14428,no
34075,yes
28356,no
14537,no
8364,no
21173,no
17712,no
30827,no
2794,no
3318,no
39572,no
15040,no
43146,yes
30140,yes
37464,no
19326,no
434,no
15869,no
15346,no
28100,no
5301,no
39814,no
6453,no
29438,no
27721,no
24296,no
17771,no
42473,no
29604,no
14324,no
874,no
28921,no
12163,no
10775,no
2882,yes
33928,yes
5249,no
31261,yes
17643,no
225,no
28580,no
29384,no
14011,no
32868,yes
3441,no
25027,no
45166,yes
13290,no
20371,no
5315,no
22119,no
11654,no
34731,no
40429,no
4823,no
30875,no
17237,no
44186,yes
40224,no
38921,yes
39608,no
14938,yes
30739,no
17132,no
1409,no
40867,no
44758,no
14816,no
25679,no
629,no
27945,no
28693,no
14853,yes
30682,no
37272,yes
35241,no
3535,no
12916,no
4716,no
9028,no
3549,no
16146,no
19357,no
35905,no
5132,no
19484,no
14607,no
25696,no
9659,no
23204,yes
18398,no
4657,no
2387,yes
19080,no
28067,no
35487,no
34419,no
29478,no
30248,no
27959,no
25476,no
36421,no
24850,no
15110,no
4866,yes
28828,no
35974,no
7676,no
37681,yes
21718,no
26441,no
30801,no
11272,no
2760,no
3058,no
43150,yes
10766,no
15079,no
6549,no
10635,no
28602,no
24250,no
30999,no
195,no
30683,no
11892,no
7647,no
41052,yes
18557,no
6495,no
38644,no
12779,no
35620,no
17547,no
28691,no
43534,no
29748,no
9053,no
4375,no
12183,no
35169,no
25279,no
38703,no
11597,no
38095,no
34001,yes
22124,no
21689,no
30106,no
25176,no
7110,no
24345,no
25255,no
44434,no
8475,no
8604,no
3172,no
25495,no
23888,no
10795,no
3408,no
29103,no
27133,no
13689,no
15292,no
13241,no
34130,no
29032,no
31112,no
44403,yes
8610,no
27340,no
22912,no
39422,no
469,no
27906,no
25457,yes
7114,no
30669,yes
5894,no
28153,no
24810,no
1242,no
15451,yes
35793,no
27977,no
17258,no
13633,no
33221,no
820,no
24889,no
38756,no
29174,no
42030,yes
26802,no
33468,no
6144,no
26342,no
7703,no
18489,no
896,no
11791,no
42594,no
17032,no
25823,no
20662,no
36868,no
36471,no
18962,no
29217,no
19787,no
36574,no
39968,yes
27375,no
36838,no
7810,no
45093,yes
19036,no
26578,no
158,no
23386,no
5540,no
41936,yes
24712,no
44270,no
2487,no
24385,no
45029,no
36832,no
20079,no
20868,no
10655,no
25090,no
6978,no
44795,yes
21477,no
30583,no
8756,no
10570,no
6245,no
14159,no
20407,yes
41318,no
23694,no
39239,no
34930,no
13483,no
25828,no
12036,no
22657,no
35773,no
1106,no
10583,no
42554,yes
21089,no
43960,no
16392,no
21005,no
34366,yes
30832,no
554,no
30017,no
6753,no
31183,yes
10637,no
36381,no
41906,yes
12057,no
35124,no
24543,no
18552,no
2016,no
39946,no
36648,no
39621,no
1608,no
29680,no
26483,no
10587,no
29221,no
20551,no
22754,no
24897,no
3100,no
30418,no
43964,no
33676,no
18508,no
29663,no
44899,no
23482,no
5811,no
43217,no
36992,no
24775,no
42754,yes
22303,no
654,no
29175,no
24436,no
18177,no
35895,no
18845,no
20431,no
39098,yes
16006,no
13142,no
11562,no
2325,no
3094,no
2948,no
29563,no
33740,no
33847,no
30422,no
3427,no
711,no
33498,no
32625,no
945,no
7423,no
9475,no
20525,no
9003,no
21242,no
28120,no
25085,no
37101,no
4740,no
31474,no
44732,no
6738,no
8378,no
19440,no
32529,no
1920,no
32389,no
29212,no
34275,no
40080,yes
4079,no
8161,no
24150,no
19023,no
18600,no
28950,no
8804,no
27748,no
17313,no
16047,no
41097,no
25814,no
31850,yes
13271,no
44391,yes
15691,no
26724,no
16338,no
32386,no
11027,no
39596,no
27358,no
43301,yes
15896,no
11820,no
35537,no
14131,no
16962,no
40733,yes
16484,no
1665,no
25498,no
42019,no
21036,no
24950,no
11118,no
19438,no
18212,no
33940,no
34797,no
37931,no
150,no
41615,yes
821,no
27144,no
44281,yes
5415,no
43423,no
30702,no
15186,no
17510,no
17317,no
18476,no
33522,no
1629,no
38826,no
32536,no
14057,no
8281,no
22931,no
42090,no
16341,no
19711,no
31690,no
28090,no
21586,no
27678,no
17348,no
27046,no
42571,yes
3000,no
30067,no
3790,no
20228,yes
20825,no
386,no
7730,no
39810,no
57,no
37169,no
32817,yes
27646,no
12655,no
6332,no
30032,no
9854,no
3614,no
26056,no
12462,no
27545,no
23408,no
2237,no
12350,no
30613,no
27558,no
26953,no
19060,yes
40691,no
38156,yes
40118,no
11427,no
39920,yes
12896,no
9464,no
23503,no
19243,yes
810,no
1205,no
12810,no
39580,no
4352,no
26613,no
15288,no
2879,no
18493,no
9763,no
23564,no
19829,no
35,no
20130,no
7329,no
15844,no
23565,no
25926,no
326,no
44817,yes
19775,no
2585,no
13268,no
31568,no
9506,no
36281,no
44322,no
12490,no
3514,no
7955,no
26796,no
34492,no
33160,no
4771,no
5728,no
41261,no
26487,no
32187,no
40846,no
13878,no
18896,no
44549,yes
15007,no
21311,no
43865,no
6551,no
34747,no
10197,no
9852,no
41197,no
42172,yes
28864,no
6447,no
13390,no
6410,no
24695,no
6188,no
36197,no
10889,no
36526,no
31815,no
23281,no
41151,no
22854,no
5049,no
26138,no
21766,no
21528,no
15551,no
44999,no
31348,yes
3990,no
27649,no
5084,no
44775,no
18763,no
29646,no
18720,no
14567,no
21901,no
37056,no
5585,no
23196,no
9338,no
2292,no
15009,no
11131,no
4604,no
25042,no
5080,no
28231,no
30277,no
19082,no
16841,yes
12996,no
41945,yes
27252,no
23751,no
3121,no
44671,no
29070,no
1109,no
29226,no
29238,no
15259,no
25174,no
38924,no
40353,no
36354,no
6193,no
8358,no
35599,no
31227,no
43279,no
29409,no
42222,yes
30850,no
27157,no
41173,yes
1329,no
26603,no
13602,no
1057,no
22485,no
39539,no
16281,no
18991,no
27184,no
41176,yes
23882,no
42027,yes
42305,no
24143,yes
1310,no
9826,no
21055,no
34741,no
20669,yes
16201,no
33630,no
42985,yes
30932,no
13259,no
13899,no
13934,no
37667,yes
22370,no
21270,no
18031,no
20313,no
18239,no
27627,no
6140,no
15629,no
21740,no
13482,no
29063,no
20890,yes
35261,no
33724,no
8110,no
31539,no
7967,no
38728,yes
11434,no
16133,no
37916,no
39252,no
36800,no
3244,no
26893,no
8864,no
41366,no
24326,no
28219,no
1644,no
12751,no
15019,no
6661,no
19331,no
31613,no
1335,no
32177,no
24596,no
14104,no
15317,no
3337,no
18936,no
16039,no
25955,no
18993,yes
25171,no
23820,no
779,no
9315,no
42965,yes
35617,no
4845,no
28188,no
42689,no
25700,no
43959,no
404,no
32617,no
17544,no
27756,no
876,no
25483,no
28228,no
12227,no
3626,no
39964,no
25524,no
3506,no
29420,no
28144,no
9897,no
26246,yes
33099,no
34135,no
35851,no
43355,no
36761,no
5628,no
38009,no
45126,yes
24457,no
43276,no
6324,no
32675,no
39319,no
15855,no
21097,no
32445,no
8945,no
31222,yes
6365,no
6117,no
34036,no
36291,no
16122,no
33488,yes
4864,no
39221,no
18585,no
22943,no
20931,no
44506,yes
28816,yes
37677,no
34643,no
16371,no
2876,no
33720,yes
278,no
27983,no
19009,no
38712,yes
27634,no
17518,no
18204,no
19165,no
39592,no
34300,no
17760,no
10926,no
42542,yes
20041,yes
31579,no
18341,no
21396,no
42217,yes
16175,no
279,no
9803,no
9975,no
41219,no
36038,no
34553,no
2889,no
12346,no
37523,no
6827,no
22257,no
18444,no
6918,yes
10677,no
27240,no
25218,no
23893,no
25334,no
24493,no
37912,no
29743,no
36817,no
28562,no
41398,no
2374,no
43484,yes
8580,no
23997,no
12670,no
4769,no
882,no
1550,no
16799,no
8539,no
1726,no
12760,no
9486,no
32810,no
23798,no
24767,no
4388,no
16910,no
22125,no
29109,no
25236,no
15649,no
2194,no
30429,no
9233,no
29719,no
35149,no
23645,no
34578,no
12365,no
38320,no
32516,no
44213,yes
27590,no
1225,no
18266,no
13888,no
33413,no
36154,no
35543,no
40601,no
19314,no
9027,no
38283,no
32592,no
38879,no
10694,no
1902,no
20185,no
42575,yes
11632,no
10224,no
29224,no
32378,no
34669,no
5995,no
13224,no
43148,yes
1112,no
7481,yes
37284,no
32751,no
277,no
37992,no
33470,no
20894,no
39573,no
5314,no
16658,no
9741,no
9461,no
29329,no
26037,no
8432,no
12333,no
9256,no
15261,no
7250,no
31155,no
39831,no
41288,no
44112,no
2115,no
16555,no
7913,no
9712,no
42460,yes
25079,no
13776,no
3255,no
39232,no
17439,no
43805,no
44181,yes
13284,no
3553,no
2443,no
10463,no
15814,no
36994,no
37221,no
5691,no
16899,no
4586,no
22623,no
7841,no
2136,no
7219,no
14790,no
230,no
32681,no
25116,no
27719,no
1923,no
34384,no
31214,yes
4596,no
28570,no
384,no
1630,no
32429,no
15500,no
10483,no
8085,no
31551,no
39165,no
17611,no
567,no
23871,no
18575,no
35038,no
23585,no
34698,no
37190,yes
33535,no
8769,no
41701,no
19476,no
10571,no
42761,no
40909,no
29193,no
5466,no
424,no
45156,yes
32767,no
14642,no
25345,no
41187,no
39169,no
1802,no
25308,no
21348,yes
16465,no
3334,no
13005,no
23434,no
24769,no
42882,yes
4568,no
1249,no
12208,no
7848,no
38526,no
26130,no
30466,no
1645,no
3062,no
21545,no
32836,no
28185,no
3964,no
38524,no
26894,no
42107,no
34405,no
33403,no
1292,no
14688,no
31026,no
33752,no
1606,no
8385,no
14328,no
3298,no
39431,no
881,no
4812,no
37369,no
15202,no
15485,no
1558,no
13754,no
34764,no
22278,yes
12406,no
38254,no
38684,no
29933,no
40608,no
1596,no
18776,no
44699,no
3501,no
16441,no
14498,no
7343,no
24869,no
10515,no
37222,no
33166,no
33229,yes
14294,no
8921,no
29008,no
43212,no
16565,no
27090,no
25433,no
21112,no
36435,no
37368,no
29431,no
31916,no
32669,no
33973,no
27166,no
38885,no
23087,no
18550,no
31908,no
12946,no
24690,no
29555,no
35640,no
18523,no
29495,no
13692,no
15628,no
30317,no
23805,no
10404,no
41587,no
36558,no
3193,yes
34049,no
4807,no
42074,no
43091,no
40128,yes
23762,no
35118,yes
5147,no
18400,no
42789,yes
31499,no
39484,yes
27562,no
30384,no
24011,no
22065,no
37147,no
23495,no
24431,no
3253,no
20330,no
2420,no
43688,no
5557,no
7119,no
3370,no
22729,no
6460,no
19709,no
21952,no
33666,no
44071,no
5234,no
9696,no
7188,no
1284,no
24878,no
8387,no
15573,no
1925,no
29846,yes
30096,no
37665,no
31443,yes
26813,no
44435,yes
28018,no
16877,no
7048,yes
6616,no
8098,no
17073,no
44282,no
29000,no
34929,no
30003,no
9043,no
44394,no
5510,no
10558,no
5044,no
8548,no
4960,no
8633,no
31742,no
31768,no
39203,no
39326,no
39487,yes
44735,yes
20192,no
4296,no
35240,no
40896,no
27701,no
1108,no
37382,no
34018,yes
4049,no
43794,yes
24547,no
10819,no
22357,no
14945,no
24260,no
36094,no
21947,no
13299,no
3442,no
43478,yes
19410,no
26347,no
34650,no
2170,no
28549,no
28158,no
24498,no
36794,no
19033,no
41525,yes
24272,no
5961,no
6291,no
10069,no
44272,yes
35736,no
8426,no
18223,no
18770,no
29091,no
42902,no
16128,no
29924,no
8468,no
22403,no
35289,no
29004,no
22689,no
17879,no
32797,no
24747,no
38825,no
690,no
44456,yes
6100,no
34937,yes
17068,no
4787,no
21045,no
42437,no
41205,yes
28880,no
31781,no
11052,no
34434,no
30266,no
38560,no
37040,no
8509,no
6581,no
3967,no
9907,no
29003,no
41358,no
35501,no
1490,no
21587,no
22549,no
19756,no
31630,yes
32357,yes
15566,no
9050,no
30649,no
40172,yes
18716,no
32113,no
24344,no
6671,no
21505,no
29635,no
24764,no
21516,no
27500,no
15918,no
13385,no
20870,no
36272,yes
39562,no
17711,no
8955,no
16513,no
40636,yes
10974,no
13848,no
41580,no
4118,no
37767,no
38802,no
34248,no
25499,no
23007,no
1303,no
8933,no
19327,yes
5494,no
32080,yes
14378,no
18478,no
11712,no
8397,no
16539,no
43878,yes
10592,no
8706,yes
20847,no
29746,no
44000,no
16664,no
28716,no
40928,no
12438,no
22933,no
7520,no
19582,no
26683,yes
45173,no
25112,no
4839,no
34270,no
5245,no
9270,no
32268,no
25492,no
20022,no
36332,no
12791,no
2886,no
22525,no
7320,no
33108,no
25026,no
19322,no
25449,no
38050,no
24614,no
20724,no
3265,no
6821,yes
22993,no
19229,no
7949,no
18668,no
3737,no
28247,no
44105,yes
14545,no
29316,no
31806,no
37668,yes
32309,yes
14336,no
24974,no
20134,no
23233,no
43672,yes
11264,no
198,no
9926,no
36577,no
2068,no
13868,no
